run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.06,99.69,99.9,0.36,90.34,96.94
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.0,99.9,100.0,0.45,90.44,96.08
