param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
"{'lr': 0.001, 'wd': 0.0001}",0.07,99.87,100.0,0.44,89.0,99.0,0.44,89.0,99.0
"{'lr': 0.001, 'wd': 0.001}",0.09,99.22,100.0,0.43,88.5,99.0,0.43,88.5,99.0
"{'lr': 0.01, 'wd': 0.0001}",0.0,99.87,100.0,0.59,85.5,97.5,0.59,85.5,97.5
"{'lr': 0.01, 'wd': 0.001}",0.01,99.87,100.0,0.68,82.5,96.0,0.68,82.5,96.0
