param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
{'lr': 0.0005},0.47,79.31,100.0,0.66,70.39,100.0,0.66,70.39,100.0
{'lr': 0.001},0.44,80.84,100.0,0.58,74.69,100.0,0.58,74.69,100.0
