param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
{'drop_path_rate': 0},1.69,60.57,81.67,0.82,76.51,95.15,0.83,76.56,95.04
{'drop_path_rate': 0.1},2.62,43.95,67.3,0.95,73.65,93.91,0.95,73.76,93.81
