run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.53,82.92,99.69,1.25,52.07,99.5
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.56,81.46,99.38,1.18,51.46,99.57
