run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,1.36,55.1,96.04,1.99,22.77,81.93
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,1.34,58.65,96.46,2.0,23.02,81.09
