param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
"{'drop_path_rate': 0, 'lr': 0.0005, 'wd': 0.0001}",0.19,94.28,99.25,0.13,96.11,100.0
"{'drop_path_rate': 0, 'lr': 0.0005, 'wd': 0.001}",0.19,94.21,99.34,0.13,96.51,99.88
"{'drop_path_rate': 0, 'lr': 0.001, 'wd': 0.0001}",0.15,95.6,99.44,0.11,96.51,99.96
"{'drop_path_rate': 0, 'lr': 0.001, 'wd': 0.001}",0.15,95.59,99.45,0.12,96.19,99.96
"{'drop_path_rate': 0.1, 'lr': 0.0005, 'wd': 0.0001}",0.26,92.14,99.06,0.14,95.79,99.88
"{'drop_path_rate': 0.1, 'lr': 0.0005, 'wd': 0.001}",0.27,91.96,98.99,0.13,95.87,99.92
"{'drop_path_rate': 0.1, 'lr': 0.001, 'wd': 0.0001}",0.21,94.08,99.22,0.12,96.19,99.96
"{'drop_path_rate': 0.1, 'lr': 0.001, 'wd': 0.001}",0.21,93.83,99.32,0.12,95.87,99.88
"{'drop_path_rate': 0.2, 'lr': 0.0005, 'wd': 0.0001}",0.31,90.78,98.73,0.14,95.79,99.84
"{'drop_path_rate': 0.2, 'lr': 0.0005, 'wd': 0.001}",0.31,90.92,98.84,0.14,95.52,99.88
"{'drop_path_rate': 0.2, 'lr': 0.001, 'wd': 0.0001}",0.25,92.77,99.01,0.12,95.87,99.88
"{'drop_path_rate': 0.2, 'lr': 0.001, 'wd': 0.001}",0.24,92.73,99.11,0.12,96.27,99.92
