run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.0,99.9,100.0,0.22,95.04,99.91
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.0,99.9,100.0,0.23,95.04,99.83
