param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
"{'drop_path_rate': 0, 'lr': 0.0005, 'wd': 0.0001}",0.07,97.75,99.84,0.11,96.87,99.8
"{'drop_path_rate': 0, 'lr': 0.0005, 'wd': 0.001}",0.08,97.76,99.65,0.11,97.22,99.92
"{'drop_path_rate': 0, 'lr': 0.001, 'wd': 0.0001}",3.31,11.24,36.17,3.42,10.16,31.47
"{'drop_path_rate': 0, 'lr': 0.001, 'wd': 0.001}",3.54,7.73,26.7,3.53,8.06,25.6
"{'drop_path_rate': 0.1, 'lr': 0.0005, 'wd': 0.0001}",0.11,96.97,99.55,0.09,97.42,99.96
"{'drop_path_rate': 0.1, 'lr': 0.0005, 'wd': 0.001}",0.11,96.91,99.59,0.1,97.18,99.84
"{'drop_path_rate': 0.1, 'lr': 0.001, 'wd': 0.0001}",3.23,13.12,38.52,3.27,11.83,36.19
"{'drop_path_rate': 0.1, 'lr': 0.001, 'wd': 0.001}",3.41,10.59,32.72,3.37,12.02,33.17
"{'drop_path_rate': 0.2, 'lr': 0.0005, 'wd': 0.0001}",0.13,96.11,99.42,0.09,97.42,99.88
"{'drop_path_rate': 0.2, 'lr': 0.0005, 'wd': 0.001}",0.13,96.39,99.52,0.1,97.18,99.84
"{'drop_path_rate': 0.2, 'lr': 0.001, 'wd': 0.0001}",3.51,8.86,28.98,3.47,9.6,30.87
"{'drop_path_rate': 0.2, 'lr': 0.001, 'wd': 0.001}",3.49,8.35,28.02,3.43,9.96,30.71
