run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.01,100.0,100.0,0.62,84.78,97.95
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.01,99.9,100.0,0.56,85.95,98.16
