run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.25,92.5,99.9,1.22,63.48,100.0
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.25,91.88,99.9,1.21,63.34,100.0
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.24,93.02,100.0,1.2,64.49,100.0
