run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.02,99.27,100.0,0.43,90.59,99.13
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.01,99.9,100.0,0.41,90.74,99.09
