run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.02,99.69,100.0,2.63,52.5,98.74
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.02,99.79,100.0,2.74,51.16,98.62
