param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
"{'lr': 0.001, 'wd': 0.0001}",0.55,93.1,100.0,1.58,60.5,85.0
"{'lr': 0.001, 'wd': 0.001}",0.55,93.36,99.35,1.57,59.5,85.0
"{'lr': 0.01, 'wd': 0.0001}",0.06,99.22,100.0,1.69,59.5,85.5
"{'lr': 0.01, 'wd': 0.001}",0.07,98.7,99.87,1.71,60.0,86.0
