param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
{'lr': 0.0005},0.16,93.43,100.0,0.15,93.67,100.0,0.15,93.67,100.0
{'lr': 0.001},0.12,95.19,100.0,0.12,95.29,100.0,0.12,95.29,100.0
