run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.07,99.17,100.0,0.26,91.5,99.67
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.08,98.75,99.9,0.26,91.5,99.67
