param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
{'drop_path_rate': 0},1.68,60.81,81.89,0.81,76.85,95.12,0.82,77.12,95.2
{'drop_path_rate': 0.1},3.97,24.08,44.4,1.14,69.08,91.92,1.13,70.19,92.11
