param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
"{'lr': 0.001, 'wd': 0.0001}",0.0,99.87,100.0,3.01,47.5,74.0,3.01,47.5,74.0
"{'lr': 0.001, 'wd': 0.001}",0.0,100.0,100.0,3.04,49.0,68.5,3.04,49.0,68.5
"{'lr': 0.01, 'wd': 0.0001}",0.74,82.03,97.79,8.5,7.5,19.5,8.5,7.5,19.5
"{'lr': 0.01, 'wd': 0.001}",3.68,10.68,34.77,4.95,4.0,9.0,4.95,4.0,9.0
