param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
"{'drop_path_rate': 0, 'lr': 0.0005, 'wd': 0.0001}",0.16,95.22,99.44,0.11,96.39,99.88
"{'drop_path_rate': 0, 'lr': 0.0005, 'wd': 0.001}",0.16,95.41,99.48,0.12,96.23,99.88
"{'drop_path_rate': 0, 'lr': 0.001, 'wd': 0.0001}",0.13,96.18,99.5,0.1,96.63,99.92
"{'drop_path_rate': 0, 'lr': 0.001, 'wd': 0.001}",0.12,96.6,99.59,0.1,96.83,99.96
"{'drop_path_rate': 0.1, 'lr': 0.0005, 'wd': 0.0001}",0.22,93.43,99.27,0.12,95.99,99.84
"{'drop_path_rate': 0.1, 'lr': 0.0005, 'wd': 0.001}",0.23,93.49,99.17,0.11,96.47,99.92
"{'drop_path_rate': 0.1, 'lr': 0.001, 'wd': 0.0001}",0.17,95.07,99.43,0.11,96.79,100.0
"{'drop_path_rate': 0.1, 'lr': 0.001, 'wd': 0.001}",0.17,94.95,99.37,0.09,97.02,99.96
"{'drop_path_rate': 0.2, 'lr': 0.0005, 'wd': 0.0001}",0.26,92.39,99.03,0.12,96.03,99.84
"{'drop_path_rate': 0.2, 'lr': 0.0005, 'wd': 0.001}",0.27,92.3,99.05,0.12,95.91,99.88
"{'drop_path_rate': 0.2, 'lr': 0.001, 'wd': 0.0001}",0.21,93.84,99.21,0.1,96.83,99.92
"{'drop_path_rate': 0.2, 'lr': 0.001, 'wd': 0.001}",0.21,93.82,99.2,0.11,96.71,99.88
