param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
{'drop_path_rate': 0},1.66,60.99,82.12,0.81,76.95,95.07,0.82,77.13,95.07
{'drop_path_rate': 0.1},2.38,47.7,71.19,0.89,75.1,94.41,0.89,75.34,94.46
