run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.02,99.48,100.0,0.52,89.63,98.85
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.03,99.38,100.0,0.51,89.84,99.0
