param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
{'drop_path_rate': 0},1.49,64.18,84.85,0.77,77.87,95.55,0.78,78.01,95.64
{'drop_path_rate': 0.1},2.05,53.31,76.37,0.83,76.86,94.99,0.83,77.03,94.95
