param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
"{'lr': 0.001, 'wd': 0.0001}",0.06,98.05,100.0,1.19,66.5,100.0
"{'lr': 0.001, 'wd': 0.001}",0.04,99.22,100.0,0.98,75.0,100.0
"{'lr': 0.01, 'wd': 0.0001}",0.0,99.74,100.0,1.26,82.0,100.0
"{'lr': 0.01, 'wd': 0.001}",0.0,100.0,100.0,1.37,81.0,100.0
