run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.02,99.38,100.0,0.55,87.66,98.92
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.02,99.58,100.0,0.58,88.16,98.87
