param_set,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_best_loss,val_best_top1,val_best_top5
"{'lr': 0.001, 'wd': 0.0001}",0.04,99.74,100.0,0.49,89.0,97.5,0.49,89.0,97.5
"{'lr': 0.001, 'wd': 0.001}",0.04,99.74,99.87,0.42,88.0,98.5,0.42,88.0,98.5
"{'lr': 0.01, 'wd': 0.0001}",0.0,99.87,100.0,1.06,75.0,94.0,1.06,75.0,94.0
"{'lr': 0.01, 'wd': 0.001}",0.01,99.87,100.0,0.94,77.5,93.5,0.94,77.5,93.5
