run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.17,96.98,100.0,0.24,91.52,99.67
run_idx,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5
0,0.16,97.29,100.0,0.24,91.36,99.67
